review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia,Google Play,negative,0.9997497200965881,Other
Great,5,2024-11-25,Bank of Abyssinia,Google Play,positive,0.9998630285263062,Positive Feedback
👏👏👏,5,2024-11-24,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
Money,5,2024-11-24,Bank of Abyssinia,Google Play,positive,0.9659326076507568,Other
It needs more improvment,2,2024-11-24,Bank of Abyssinia,Google Play,negative,0.998616099357605,Other
Hey Google,5,2024-11-21,Bank of Abyssinia,Google Play,positive,0.9950044751167297,Other
ab,3,2024-11-20,Bank of Abyssinia,Google Play,positive,0.9603193998336792,Other
Ademtahir,5,2024-11-20,Bank of Abyssinia,Google Play,positive,0.9930111765861511,Other
✌️✌️,5,2024-11-20,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
Please this app on my android phone,3,2024-11-20,Bank of Abyssinia,Google Play,positive,0.6488662958145142,Other
GOAT 🐐 🐐,5,2024-11-19,Bank of Abyssinia,Google Play,negative,0.9337347149848938,Other
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,Bank of Abyssinia,Google Play,negative,0.9994460940361023,Transaction Performance
Fast and reliable,5,2024-11-18,Bank of Abyssinia,Google Play,positive,0.9998595714569092,Other
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,Bank of Abyssinia,Google Play,negative,0.9998020529747009,Feature Requests
Very good,5,2024-11-14,Bank of Abyssinia,Google Play,positive,0.9998520612716675,Positive Feedback
One of the poorest mobile banking system,1,2024-11-13,Bank of Abyssinia,Google Play,negative,0.9997566342353821,Other
❤❤❤❤❤❤,5,2024-11-12,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
Oene,5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.8278858661651611,Other
i find it interesting specially in reciept downloading,1,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9981314539909363,Other
it good,5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9998427629470825,Positive Feedback
"This app crashes everytime, please fix it",1,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9996472597122192,Stability & Reliability
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9964038133621216,Other
I need a support the app is not working,5,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9998034834861755,Customer Support
Bast bank of ethiopia,5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9978061318397522,Other
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9990527033805847,Transaction Performance
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9878897070884705,Other
The worst App i have never seen like this before,1,2024-11-12,Bank of Abyssinia,Google Play,negative,0.999774158000946,Other
Wweeeer,4,2024-11-12,Bank of Abyssinia,Google Play,negative,0.8910733461380005,Other
Infinx,5,2024-11-12,Bank of Abyssinia,Google Play,negative,0.9042560458183289,Other
Great service,5,2024-11-12,Bank of Abyssinia,Google Play,positive,0.9998434782028198,Positive Feedback
👍,5,2024-11-11,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,Bank of Abyssinia,Google Play,negative,0.9997187256813049,Other
senayt Mesfin,4,2024-11-08,Bank of Abyssinia,Google Play,positive,0.8874823451042175,Other
Bad app vety bad.,1,2024-11-07,Bank of Abyssinia,Google Play,negative,0.9998058676719666,Other
Abessnya Banke,5,2024-11-05,Bank of Abyssinia,Google Play,negative,0.9873653054237366,Other
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,Bank of Abyssinia,Google Play,negative,0.9997209906578064,Other
Okay,5,2024-11-03,Bank of Abyssinia,Google Play,positive,0.9997709393501282,Other
Professional on banking app,5,2024-11-01,Bank of Abyssinia,Google Play,positive,0.9616296291351318,Other
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,Bank of Abyssinia,Google Play,negative,0.993607759475708,Transaction Performance
አይሰራም አስተካክሉት,5,2024-10-26,Bank of Abyssinia,Google Play,negative,0.7850591540336609,Other
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,Bank of Abyssinia,Google Play,negative,0.9962698221206665,Other
Fast transfer,5,2024-10-24,Bank of Abyssinia,Google Play,positive,0.9989985823631287,Transaction Performance
"What's up I can't log in, what's wrong",5,2024-10-22,Bank of Abyssinia,Google Play,negative,0.9989662170410156,Other
Amrumehamed,1,2024-10-21,Bank of Abyssinia,Google Play,positive,0.6924042701721191,Other
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,Bank of Abyssinia,Google Play,positive,0.9683735966682434,Other
ደደገነሐ,5,2024-10-15,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,Bank of Abyssinia,Google Play,negative,0.9995194673538208,Transaction Performance
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,Bank of Abyssinia,Google Play,negative,0.999660849571228,Transaction Performance
Good App,4,2024-10-12,Bank of Abyssinia,Google Play,positive,0.9998493194580078,Positive Feedback
Best app to me,5,2024-10-11,Bank of Abyssinia,Google Play,positive,0.9978218078613281,Other
BOA,5,2024-10-11,Bank of Abyssinia,Google Play,negative,0.74105304479599,Other
Abdulkadir,5,2024-10-11,Bank of Abyssinia,Google Play,positive,0.981449544429779,Other
Bad,1,2024-10-10,Bank of Abyssinia,Google Play,negative,0.999782383441925,Other
If it is possible I would gove0 star,1,2024-10-08,Bank of Abyssinia,Google Play,negative,0.9928192496299744,Other
Nise mobile bankig,4,2024-10-05,Bank of Abyssinia,Google Play,negative,0.9858755469322205,Other
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,Bank of Abyssinia,Google Play,negative,0.9532791972160339,Transaction Performance
Ok,5,2024-10-04,Bank of Abyssinia,Google Play,positive,0.9997851252555847,Other
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,Bank of Abyssinia,Google Play,negative,0.9992843270301819,Other
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,Bank of Abyssinia,Google Play,negative,0.998016357421875,User Interface & Experience
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,Bank of Abyssinia,Google Play,negative,0.9964292645454407,Transaction Performance
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,Bank of Abyssinia,Google Play,negative,0.6597397327423096,Other
Worest app,1,2024-10-03,Bank of Abyssinia,Google Play,negative,0.7789779305458069,Other
The worest app ever,1,2024-10-03,Bank of Abyssinia,Google Play,positive,0.9535900950431824,Other
አሪፍ ነው በርቱልን,5,2024-10-03,Bank of Abyssinia,Google Play,negative,0.8337253928184509,Other
Wwwerrr,5,2024-10-02,Bank of Abyssinia,Google Play,negative,0.8502517938613892,Other
ጀማል ውቀቱ,5,2024-09-30,Bank of Abyssinia,Google Play,negative,0.7850591540336609,Other
Great For Financial company,5,2024-09-30,Bank of Abyssinia,Google Play,positive,0.9998703002929688,Positive Feedback
Very easy to use,5,2024-09-30,Bank of Abyssinia,Google Play,positive,0.9991422891616821,Other
The App's crash always.. Error.....,3,2024-09-27,Bank of Abyssinia,Google Play,negative,0.9996880292892456,Stability & Reliability
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,Bank of Abyssinia,Google Play,negative,0.998582124710083,User Interface & Experience
Great UI and seamless UX. I love it!!,5,2024-09-25,Bank of Abyssinia,Google Play,positive,0.9998557567596436,User Interface & Experience
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,Bank of Abyssinia,Google Play,negative,0.9941336512565613,Feature Requests
It's easy used to operate program and secured 👍👍,4,2024-09-25,Bank of Abyssinia,Google Play,negative,0.9652976989746094,Other
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,Bank of Abyssinia,Google Play,negative,0.9994741082191467,Other
Amazing,5,2024-09-19,Bank of Abyssinia,Google Play,positive,0.999875545501709,Positive Feedback
Great app with great services,5,2024-09-19,Bank of Abyssinia,Google Play,positive,0.9998226761817932,Positive Feedback
Yes active user,5,2024-09-17,Bank of Abyssinia,Google Play,positive,0.9983929991722107,Other
Shameful,1,2024-09-17,Bank of Abyssinia,Google Play,negative,0.998016357421875,Other
The worest app ever made i would not recommende for no one,1,2024-09-16,Bank of Abyssinia,Google Play,negative,0.5611279010772705,Other
Good application,5,2024-09-16,Bank of Abyssinia,Google Play,positive,0.999854564666748,Positive Feedback
I like,5,2024-09-16,Bank of Abyssinia,Google Play,positive,0.9998149275779724,Other
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,Bank of Abyssinia,Google Play,negative,0.9988893866539001,Transaction Performance
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,Bank of Abyssinia,Google Play,negative,0.9993953704833984,Transaction Performance
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,Bank of Abyssinia,Google Play,negative,0.8698037266731262,Other
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,Bank of Abyssinia,Google Play,negative,0.9997778534889221,User Interface & Experience
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,Bank of Abyssinia,Google Play,negative,0.9925205707550049,Positive Feedback
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,Bank of Abyssinia,Google Play,negative,0.9993253946304321,Feature Requests
Bes and freindly app,5,2024-09-13,Bank of Abyssinia,Google Play,negative,0.9136509895324707,Other
It doesn't work.,1,2024-09-12,Bank of Abyssinia,Google Play,negative,0.9997761845588684,Other
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,Bank of Abyssinia,Google Play,negative,0.9997968077659607,Feature Requests
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,Bank of Abyssinia,Google Play,negative,0.9998114705085754,Other
Smart technology,5,2024-09-10,Bank of Abyssinia,Google Play,positive,0.9998468160629272,Other
Yegema app tish🪨,1,2024-09-08,Bank of Abyssinia,Google Play,negative,0.9501880407333374,Other
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,Bank of Abyssinia,Google Play,negative,0.9996864795684814,Other
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,Bank of Abyssinia,Google Play,negative,0.9997275471687317,Transaction Performance
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,Bank of Abyssinia,Google Play,negative,0.999210000038147,Stability & Reliability
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,Bank of Abyssinia,Google Play,negative,0.9127689599990845,Stability & Reliability
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,Bank of Abyssinia,Google Play,negative,0.9639250636100769,Other
Fast one,3,2024-09-04,Bank of Abyssinia,Google Play,positive,0.9994491934776306,Other
Nice looking app but a terrible user experience.,1,2024-09-03,Bank of Abyssinia,Google Play,negative,0.9958102703094482,Other
The worest MB app ever!!🙄,1,2024-09-02,Bank of Abyssinia,Google Play,negative,0.8734647035598755,Other
It is ok,5,2024-09-01,Bank of Abyssinia,Google Play,positive,0.9998496770858765,Other
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,Bank of Abyssinia,Google Play,negative,0.9987314343452454,Other
Apollo's,1,2024-08-29,Bank of Abyssinia,Google Play,positive,0.9974138736724854,Other
The worst experience ever,1,2024-08-29,Bank of Abyssinia,Google Play,negative,0.999792754650116,Other
Hussenaliumar,5,2024-08-29,Bank of Abyssinia,Google Play,negative,0.6654528975486755,Other
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,Bank of Abyssinia,Google Play,negative,0.999367892742157,Other
It is not work for my device,5,2024-08-27,Bank of Abyssinia,Google Play,negative,0.9997636675834656,Other
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,Bank of Abyssinia,Google Play,negative,0.9990233182907104,Feature Requests
The worst app ever,1,2024-08-26,Bank of Abyssinia,Google Play,negative,0.9997934699058533,Other
Betanya Gebre,3,2024-08-23,Bank of Abyssinia,Google Play,positive,0.8911885619163513,Other
I dont recommand it to any one,1,2024-08-23,Bank of Abyssinia,Google Play,negative,0.9855504035949707,Other
Excellent app,5,2024-08-21,Bank of Abyssinia,Google Play,positive,0.9998356103897095,Positive Feedback
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,Bank of Abyssinia,Google Play,negative,0.9988825917243958,Account Access Issues
ትርሃስ,5,2024-08-19,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
Gio,4,2024-08-19,Bank of Abyssinia,Google Play,positive,0.9969680905342102,Other
App isn't working,1,2024-08-18,Bank of Abyssinia,Google Play,negative,0.9995692372322083,Other
so far good but always it lugs,3,2024-08-17,Bank of Abyssinia,Google Play,negative,0.982947051525116,Positive Feedback
Don't trust this bank and its service.,1,2024-08-16,Bank of Abyssinia,Google Play,negative,0.9996311664581299,Other
"I can not open and use the application,please help me!",5,2024-08-15,Bank of Abyssinia,Google Play,negative,0.9995014667510986,Customer Support
Horrible,1,2024-08-14,Bank of Abyssinia,Google Play,negative,0.9997841715812683,Other
Mostly not working 😑,1,2024-08-14,Bank of Abyssinia,Google Play,negative,0.9995824694633484,Other
Awesome 👌,5,2024-08-12,Bank of Abyssinia,Google Play,positive,0.9998607635498047,Other
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,Bank of Abyssinia,Google Play,negative,0.9997915625572205,Feature Requests
Very poor app b/c highly slow to open the app,1,2024-08-12,Bank of Abyssinia,Google Play,negative,0.9998080134391785,Transaction Performance
Wedi Tekle .,5,2024-08-11,Bank of Abyssinia,Google Play,negative,0.84212726354599,Other
Bad app📱👎👎👎,1,2024-08-11,Bank of Abyssinia,Google Play,negative,0.9997676014900208,Other
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,Bank of Abyssinia,Google Play,negative,0.9956488013267517,Other
Nice appp,5,2024-08-11,Bank of Abyssinia,Google Play,positive,0.9997910857200623,Other
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,Bank of Abyssinia,Google Play,negative,0.952187716960907,Other
Gooood app my dear,5,2024-08-10,Bank of Abyssinia,Google Play,negative,0.9005936980247498,Other
Harun tamam galanaa,3,2024-08-09,Bank of Abyssinia,Google Play,negative,0.9410595893859863,Other
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,Bank of Abyssinia,Google Play,negative,0.9998038411140442,Other
Gamebela,1,2024-08-08,Bank of Abyssinia,Google Play,positive,0.8994185328483582,Other
so poor app to use can't start up when open the app,1,2024-08-08,Bank of Abyssinia,Google Play,negative,0.9997444748878479,Other
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Bank of Abyssinia,Google Play,negative,0.9987001419067383,Transaction Performance
Good job,5,2024-08-07,Bank of Abyssinia,Google Play,positive,0.999835729598999,Positive Feedback
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Bank of Abyssinia,Google Play,negative,0.9998094439506531,Account Access Issues
Bad app .,1,2024-08-06,Bank of Abyssinia,Google Play,negative,0.9997915625572205,Other
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Bank of Abyssinia,Google Play,negative,0.9994394183158875,Other
Review,5,2024-08-06,Bank of Abyssinia,Google Play,positive,0.9946893453598022,Other
Goood,4,2024-08-06,Bank of Abyssinia,Google Play,negative,0.9943867921829224,Other
👎👎👎👎👎👎👎👎👎,1,2024-08-06,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Bank of Abyssinia,Google Play,negative,0.99793541431427,Feature Requests
The previous version is better it doesn't work,1,2024-08-04,Bank of Abyssinia,Google Play,negative,0.9997755885124207,Other
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Bank of Abyssinia,Google Play,negative,0.9998201727867126,Transaction Performance
ok,5,2024-08-03,Bank of Abyssinia,Google Play,positive,0.9997851252555847,Other
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Bank of Abyssinia,Google Play,positive,0.9958856701850891,Other
It's a useless app,1,2024-08-02,Bank of Abyssinia,Google Play,negative,0.9998058676719666,Other
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Bank of Abyssinia,Google Play,negative,0.9968530535697937,Other
Poor network,1,2024-08-01,Bank of Abyssinia,Google Play,negative,0.9997891783714294,Other
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Bank of Abyssinia,Google Play,negative,0.9993754029273987,Other
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Bank of Abyssinia,Google Play,negative,0.9953023195266724,Stability & Reliability
"It's not working totally, what a useless app is it,",1,2024-07-31,Bank of Abyssinia,Google Play,negative,0.9998171925544739,Other
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,Bank of Abyssinia,Google Play,negative,0.9989368319511414,Positive Feedback
this is so disappointing app 😞,1,2024-07-31,Bank of Abyssinia,Google Play,negative,0.9998024106025696,Other
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,Bank of Abyssinia,Google Play,negative,0.8337253928184509,Other
Nays,5,2024-07-28,Bank of Abyssinia,Google Play,negative,0.9894010424613953,Other
The worst app,1,2024-07-28,Bank of Abyssinia,Google Play,negative,0.9997969269752502,Other
it can't even open and only display error messages,1,2024-07-27,Bank of Abyssinia,Google Play,negative,0.9993472695350647,Other
not active,1,2024-07-27,Bank of Abyssinia,Google Play,negative,0.999765932559967,Other
To get good quality,5,2024-07-27,Bank of Abyssinia,Google Play,positive,0.9998683929443359,Positive Feedback
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,Bank of Abyssinia,Google Play,negative,0.9647620320320129,Other
uselss app dont download,1,2024-07-26,Bank of Abyssinia,Google Play,negative,0.9977203011512756,Other
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Bank of Abyssinia,Google Play,negative,0.9997162222862244,Transaction Performance
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,Bank of Abyssinia,Google Play,negative,0.9991223216056824,Other
Corrupted and poor app,1,2024-07-24,Bank of Abyssinia,Google Play,negative,0.9997439980506897,Other
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,Bank of Abyssinia,Google Play,negative,0.9998012185096741,Other
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Bank of Abyssinia,Google Play,positive,0.9994503855705261,Other
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Bank of Abyssinia,Google Play,negative,0.9994396567344666,Transaction Performance
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,Bank of Abyssinia,Google Play,negative,0.9997815489768982,Customer Support
Poor application. It turned off by itself,1,2024-07-23,Bank of Abyssinia,Google Play,negative,0.9997444748878479,Other
Allowed,5,2024-07-23,Bank of Abyssinia,Google Play,positive,0.9978752136230469,Other
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Bank of Abyssinia,Google Play,negative,0.9991043210029602,Stability & Reliability
we want international mobile banking,1,2024-07-22,Bank of Abyssinia,Google Play,positive,0.958784818649292,Other
"screenshot isn't working, Please modify it",2,2024-07-22,Bank of Abyssinia,Google Play,negative,0.9996084570884705,Other
Naziriet measho 89160437,1,2024-07-22,Bank of Abyssinia,Google Play,negative,0.9862651228904724,Other
Ahmed Mohammed husen,3,2024-07-21,Bank of Abyssinia,Google Play,positive,0.9124149680137634,Other
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Bank of Abyssinia,Google Play,negative,0.9996222257614136,Other
I have experiance,5,2024-07-19,Bank of Abyssinia,Google Play,negative,0.8070299029350281,Other
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Bank of Abyssinia,Google Play,negative,0.9997739195823669,Other
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,Bank of Abyssinia,Google Play,negative,0.999760091304779,Stability & Reliability
ርይርፍ,3,2024-07-19,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
The previous application is much better than this one,1,2024-07-18,Bank of Abyssinia,Google Play,positive,0.9991149306297302,Other
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Bank of Abyssinia,Google Play,negative,0.9994294047355652,User Interface & Experience
mal,5,2024-07-16,Bank of Abyssinia,Google Play,negative,0.9996137022972107,Other
It is not working at all,1,2024-07-16,Bank of Abyssinia,Google Play,negative,0.9997811913490295,Other
Excellent,5,2024-07-16,Bank of Abyssinia,Google Play,positive,0.9998434782028198,Positive Feedback
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Bank of Abyssinia,Google Play,negative,0.999705970287323,Other
😞😞😞😞,1,2024-07-16,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
😡😡😡😡😡😡😡,1,2024-07-15,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
The worst banking app,1,2024-07-15,Bank of Abyssinia,Google Play,negative,0.9998050332069397,Other
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,Bank of Abyssinia,Google Play,negative,0.9988401532173157,Stability & Reliability
No work app,5,2024-07-15,Bank of Abyssinia,Google Play,negative,0.9968982934951782,Other
Is ok but stop sundenly,5,2024-07-15,Bank of Abyssinia,Google Play,positive,0.9309310913085938,Other
🤷🤷🤷,3,2024-07-15,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
experienced,5,2024-07-14,Bank of Abyssinia,Google Play,positive,0.9950610995292664,Other
Very poor app. Its Always cresh and not compatible,2,2024-07-13,Bank of Abyssinia,Google Play,negative,0.999818742275238,Other
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,Bank of Abyssinia,Google Play,negative,0.9998112320899963,Other
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,Bank of Abyssinia,Google Play,negative,0.9983154535293579,Stability & Reliability
The new app is very good,5,2024-07-13,Bank of Abyssinia,Google Play,positive,0.9998589754104614,Positive Feedback
It's very good but sometimes isn't work probably,5,2024-07-12,Bank of Abyssinia,Google Play,negative,0.9371032118797302,Positive Feedback
It doesn't work,1,2024-07-12,Bank of Abyssinia,Google Play,negative,0.9997813105583191,Other
ጭራሽ አይነፋም,1,2024-07-12,Bank of Abyssinia,Google Play,negative,0.7850591540336609,Other
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,Bank of Abyssinia,Google Play,negative,0.9997655749320984,User Interface & Experience
The worst mobile banking app,1,2024-07-11,Bank of Abyssinia,Google Play,negative,0.9997923970222473,Other
It is not fast,3,2024-07-11,Bank of Abyssinia,Google Play,negative,0.99720698595047,Other
Useless,1,2024-07-11,Bank of Abyssinia,Google Play,negative,0.9997991919517517,Other
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,Bank of Abyssinia,Google Play,negative,0.9997914433479309,Stability & Reliability
ሀየ,5,2024-07-10,Bank of Abyssinia,Google Play,negative,0.6970566511154175,Other
Too late!,1,2024-07-10,Bank of Abyssinia,Google Play,negative,0.9988941550254822,Other
No work,5,2024-07-10,Bank of Abyssinia,Google Play,negative,0.999386191368103,Other
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,Bank of Abyssinia,Google Play,positive,0.9995549321174622,User Interface & Experience
After update it doesn't work well,2,2024-07-09,Bank of Abyssinia,Google Play,negative,0.9996452331542969,Other
